Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t8812,0.0,0.0,0.0,0.0,2464.2019913526547,1.2445842606411373,100.9514251467757,46.22558093925796,0.0
t8813,0.0,0.0,0.0,0.0,2464.1756530540642,1.245952765011356,101.0518438990793,45.95368855845751,0.0
t8814,0.0,0.0,0.0,0.0,2464.0530502930465,1.247297987187088,101.15179792743407,45.79935318047832,0.0
t8815,0.0,0.0,0.0,0.0,2463.9802218450586,1.2486529722727269,101.25087038181651,45.303164755192874,0.0
t8816,0.0,0.0,0.0,0.0,2463.968482383874,1.2500041574641207,101.34963041167181,44.89042969563907,0.0
t8817,0.0,0.0,0.0,0.0,2464.09363756364,1.2513433956582596,101.44814930373695,44.53281214620107,0.0
t8818,0.0,0.0,0.0,0.0,2464.1812368493324,1.2526729237560674,101.54653556922447,44.24314707024147,0.0
t8819,0.0,0.0,0.0,0.0,2464.3176647243017,1.2539858449387138,101.64480359693322,44.097506241028135,0.0
t8820,0.0,0.0,0.0,0.0,2464.5153732393633,1.2553059525390171,101.74328460086339,43.48803703562896,0.0
t8821,0.0,0.0,0.0,0.0,2464.8484298517847,1.256614156409816,101.84306620949555,42.97708905075228,0.0
t8822,0.0,0.0,0.0,0.0,2465.1475352679113,1.2579400537492282,101.93799632527161,42.60324807707683,0.0
t8823,0.0,0.0,0.0,0.0,2465.4984600003604,1.259259034663283,102.0339441577364,42.43158951683728,0.0
t8824,0.0,0.0,0.0,0.0,2465.9122246639386,1.2605616551212597,102.13069761103354,42.47171889128958,0.0
t8825,0.0,0.0,0.0,0.0,2466.467026397437,1.2618668348720619,102.23973507711491,41.850245681865914,0.0
t8826,0.0,0.0,0.0,0.0,2466.9856752947885,1.263167226310029,102.34881076321942,41.51817395780451,0.0
t8827,0.0,0.0,0.0,0.0,2467.555970772957,1.2644611170544182,102.45773921141925,41.506179953026916,0.0
t8828,0.0,0.0,0.0,0.0,2468.1909131691123,1.2657487739154056,102.5664344506879,41.185631748663354,0.0
t8829,0.0,0.0,0.0,0.0,2468.970457264076,1.2670237944646239,102.67490157357133,41.05989811064431,0.0
t8830,0.0,0.0,0.0,0.0,2469.7118930808842,1.2683056044665386,102.78277366666686,39.958741349275556,0.0
t8831,0.0,0.0,0.0,0.0,2470.505881279217,1.26958945124361,102.89042071271173,39.05787155663087,0.0
