Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal,Total
t198,0.0,30.88577481401,2.41518938843,0.6107548375599999,0.0,0.0,0.0,0.0,0.0,16.0,49.911719039999994
t199,0.0,32.175364161690005,1.6322571666699999,0.41276637163999996,0.0,0.0,0.0,0.0,0.0,16.0,50.2203877
t200,3.580013953858071,29.132307157511924,1.36021431091,0.34397197772,0.0,0.0,0.0,0.0,0.0,16.0,50.41650739999999
t201,10.06505754899155,23.305845972058453,1.08817145515,0.27517758379999996,0.0,0.0,0.0,0.0,0.0,16.0,50.73425256
t202,16.626337844436527,17.479384376523463,0.8161285672799999,0.20638318175999998,0.0,0.0,0.0,0.0,0.0,16.0,51.12823396999999
t203,23.22202895965153,11.652922780988467,0.54408571152,0.13758878783999998,0.0,0.0,0.0,0.0,0.0,16.0,51.55662624
t204,29.804499504785007,5.826461595534993,0.27204285576,0.06879439391999999,0.0,0.0,0.0,0.0,0.0,16.0,51.97179835
t205,32.8784658045774,0.0,0.0,0.0,0.0,0.0,3.5168774054225977,0.0,0.0,16.0,52.39534321
t206,33.55704547335262,0.0,0.0,0.0,3.1231087266473736,0.0,0.0,0.0,0.0,16.0,52.6801542
t207,34.235625142127844,0.0,0.0,0.0,2.7866273978721523,0.0,0.0,0.0,0.0,16.0,53.02225254
t208,34.91420475083401,0.0,0.0,0.0,2.41753640916599,0.0,0.0,0.0,0.0,16.0,53.33174116
t209,35.592784419609224,0.0,0.0,0.0,2.0090208303907744,0.0,0.0,0.0,0.0,16.0,53.60180525
t210,36.271364088384445,0.0,0.0,0.0,0.0,0.0,1.593013821615557,0.0,0.0,16.0,53.86437791
t211,36.94994375715966,0.0,0.0,0.0,1.2589718128403433,0.0,0.0,0.0,0.0,16.0,54.20891557
t212,37.628523365865824,0.0,0.0,0.0,0.9839709941341752,0.0,0.0,0.0,0.0,16.0,54.61249436
t213,38.30710303464104,0.0,0.0,0.0,0.6737163653589633,0.0,0.0,0.0,0.0,16.0,54.9808194
