Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t179,0.0,0.0,0.0,0.0,0.0,-0.1630434782601675,-0.16304347826087226,-0.04474786601206058,0.0
t180,0.0,0.0,0.0,0.0,0.0,-0.16304347826017782,-0.1630434782608723,-0.05164544905930923,0.0
t181,0.0,0.0,0.0,0.0,0.0,-0.16304347826018223,-0.16304347826087232,-0.02604496384790647,0.0
t182,0.0,0.0,0.0,0.0,0.0,-0.16304347826019353,-0.16304347826087237,-0.03238181027668656,0.0
t183,0.0,0.0,0.0,0.0,0.0,-0.16304347826020535,-0.1630434782608724,-0.03704522266974985,0.0
t184,0.0,0.0,0.0,0.0,0.0,-0.16304347826021778,-0.16304347826087245,-0.04233824069335062,0.0
t185,0.0,0.0,0.0,0.0,0.0,-0.16304347826023077,-0.1630434782608725,-0.048693837007533415,0.0
t186,0.0,0.0,0.0,0.0,0.0,-0.16304347826023835,-0.1630434782608726,-0.022435510294378753,0.0
t187,0.0,0.0,0.0,0.0,0.0,-0.1630434782602527,-0.16304347826087265,-0.028995598182847002,0.0
t188,0.0,0.0,0.0,0.0,0.0,-0.16304347826026783,-0.16304347826087273,-0.03550713989301202,0.0
t189,0.0,0.0,0.0,0.0,0.0,-0.16304347826028373,-0.16304347826087282,-0.04255376043867857,0.0
t190,0.0,0.0,0.0,0.0,0.0,-0.16304347826030058,-0.16304347826087293,-0.05066660321267003,0.0
t191,0.0,0.0,0.0,0.0,0.0,-0.16304347826031249,-0.16304347826087304,-0.025830599172696693,0.0
t192,0.0,0.0,0.0,0.0,0.0,-0.16304347826033133,-0.16304347826087318,-0.0342733262807081,0.0
t193,0.0,0.0,0.0,0.0,0.0,-0.1630434782603514,-0.16304347826087334,-0.043372356482102185,0.0
t194,0.0,0.0,0.0,0.0,0.0,-0.1630434782603728,-0.16304347826087354,-0.052959821265774185,0.0
t195,0.0,0.0,0.0,0.0,0.0,-0.1630434782603958,-0.1630434782608738,-0.06392162606521519,0.0
t196,0.0,0.0,0.0,0.0,0.0,-0.1630434782604151,-0.1630434782608741,-0.042679600610066926,0.0
t197,0.0,0.0,0.0,0.0,0.0,-0.16304347826044197,-0.16304347826087445,-0.05599845344769463,0.0
t198,0.0,0.0,0.0,0.0,0.0,-0.1630434782604714,-0.16304347826087495,-0.07156996361904033,0.0
t199,0.0,0.0,0.0,0.0,0.0,-0.1630434782605039,-0.1630434782608756,-0.08946391232564456,0.0
t200,0.0,0.0,0.0,0.0,0.0,-0.16304347826054041,-0.16304347826087648,-0.11060025229404398,0.0
t201,0.0,0.0,0.0,0.0,0.0,-0.1630434782605771,-0.16304347826087778,-0.0996687721118183,0.0
t202,0.0,0.0,0.0,0.0,0.0,-0.163043478260627,-0.16304347826087984,-0.1270029388692875,0.0
t203,0.0,0.0,0.0,0.0,0.0,-0.16304347826069002,-0.16304347826088347,-0.15675067602904405,0.0
t204,0.0,0.0,0.0,0.0,0.0,-0.16304347826078158,-0.16304347826089066,-0.1939996294927938,0.0
t205,0.0,0.0,0.0,0.0,0.0,-0.16304347826105098,-0.16304347826090462,-0.24389661850268146,0.0
t206,0.0,0.0,0.0,0.0,0.0,-0.16304347826115645,-0.16304347826090937,-0.25295341961337203,0.0
t207,0.0,0.0,0.0,0.0,0.0,-0.16304347826123428,-0.1630434782609118,-0.2841358630510126,0.0
t208,0.0,0.0,0.0,0.0,0.0,-0.16304347826129675,-0.1630434782609133,-0.3109945061383053,0.0
t209,0.0,0.0,0.0,0.0,0.0,-0.16304347826134985,-0.1630434782609143,-0.3348345981382211,0.0
t210,0.0,0.0,0.0,0.0,0.0,-0.16304347826139637,-0.163043478260915,-0.3558155191246978,0.0
t211,0.0,0.0,0.0,0.0,0.0,-0.16304347826143295,-0.16304347826091556,-0.3369315195996191,0.0
t212,0.0,0.0,0.0,0.0,0.0,-0.16304347826147098,-0.16304347826091595,-0.3543182393094274,0.0
t213,0.0,0.0,0.0,0.0,0.0,-0.16304347826150598,-0.16304347826091628,-0.3664835572103465,0.0
t214,0.0,0.0,0.0,0.0,0.0,-0.16304347826153845,-0.16304347826091656,-0.37783665268852373,0.0
t215,0.0,0.0,0.0,0.0,0.0,-0.16304347826156879,-0.16304347826091678,-0.38851118039184723,0.0
t216,0.0,0.0,0.0,0.0,0.0,-0.16304347826159188,-0.163043478260917,-0.3635504825998054,0.0
t217,0.0,0.0,0.0,0.0,0.0,-0.16304347826161872,-0.16304347826091717,-0.37275147112116125,0.0
t218,0.0,0.0,0.0,0.0,0.0,-0.16304347826164411,-0.16304347826091733,-0.3816707310514007,0.0
t219,0.0,0.0,0.0,0.0,0.0,-0.16304347826166823,-0.16304347826091747,-0.39038148983781384,0.0
t220,0.0,0.0,0.0,0.0,0.0,-0.1630434782616912,-0.1630434782609176,-0.39924733837738746,0.0
t221,0.0,0.0,0.0,0.0,0.0,-0.16304347826170748,-0.16304347826091772,-0.3732488095720118,0.0
t222,0.0,0.0,0.0,0.0,0.0,-0.16304347826172846,-0.16304347826091783,-0.3812356926054105,0.0
t223,0.0,0.0,0.0,0.0,0.0,-0.1630434782617485,-0.16304347826091792,-0.38841011939880493,0.0
t224,0.0,0.0,0.0,0.0,0.0,-0.16304347826176777,-0.16304347826091803,-0.3953422766232803,0.0
t225,0.0,0.0,0.0,0.0,0.0,-0.16304347826178628,-0.1630434782609181,-0.40242993616717726,0.0
t226,0.0,0.0,0.0,0.0,0.0,-0.16304347826179827,-0.16304347826091817,-0.3752443045598676,0.0
t227,0.0,0.0,0.0,0.0,0.0,-0.16304347826181542,-0.16304347826091825,-0.38165921295489874,0.0
t228,0.0,0.0,0.0,0.0,0.0,-0.16304347826183196,-0.1630434782609183,-0.3876223554042699,0.0
t229,0.0,0.0,0.0,0.0,0.0,-0.1630434782618479,-0.16304347826091836,-0.3934685363553143,0.0
t230,0.0,0.0,0.0,0.0,0.0,-0.1630434782618633,-0.16304347826091845,-0.3998280690848922,0.0
t231,0.0,0.0,0.0,0.0,0.0,-0.1630434782618722,-0.16304347826091847,-0.37254472666689237,0.0
t232,0.0,0.0,0.0,0.0,0.0,-0.16304347826188662,-0.16304347826091853,-0.3784579238745067,0.0
t233,0.0,0.0,0.0,0.0,0.0,-0.16304347826190052,-0.16304347826091858,-0.38502207346475337,0.0
t234,0.0,0.0,0.0,0.0,0.0,-0.16304347826191404,-0.1630434782609186,-0.3918029487597572,0.0
t235,0.0,0.0,0.0,0.0,0.0,-0.1630434782619271,-0.16304347826091867,-0.39914455627488377,0.0
t236,0.0,0.0,0.0,0.0,0.0,-0.16304347826193355,-0.1630434782609187,-0.3739392313830262,0.0
t237,0.0,0.0,0.0,0.0,0.0,-0.16304347826194582,-0.16304347826091872,-0.3811516551506834,0.0
t238,0.0,0.0,0.0,0.0,0.0,-0.1630434782619577,-0.16304347826091878,-0.3881562641945901,0.0
t239,0.0,0.0,0.0,0.0,0.0,-0.16304347826196927,-0.1630434782609188,-0.3952130553312502,0.0
